,sample_id,study,project,condition,rep_id,Strain Description,Strain,Culture Type,Evolved Sample,Base Media,Temperature (C),pH,Carbon Source (g/L),Nitrogen Source (g/L),Electron Acceptor,Trace Element Mixture,Supplement,Antibiotic for selection,Growth Rate (1/hr),Isolate Type,Additional Details,project_reference,Sequencing Machine,LibraryLayout,Platform,Biological Replicates,DOI,GEO,SRX,Run,R1,R2,contact,creator,passed_fastqc,passed_pct_reads_mapped,passed_reads_mapped_to_CDS,passed_global_correlation,full_name,passed_similar_replicates,passed_number_replicates,run_date
p1k_00575,ros_tale__1_3_750pq__2,ROS TALE,ros_tale,1_3_750pq,2,Escherichia coli ERS.17.104,GMOS,Batch,Endpoint,M9,37,7,glucose(4),NH4Cl(1),O2,,paraquat (750uM),,,Clonal,,p1k_00001;p1k_00002,NextSeq,PAIRED,ILLUMINA,2,doi.org/10.1101/749887 ,GSE134256,,,s3://precise-db/raw_data/ros_tale/ers2__17_104_750pq__2__R1.fastq.gz,s3://precise-db/raw_data/ros_tale/ers2__17_104_750pq__2__R2.fastq.gz,Kevin Rychel,Justin Tan,TRUE,TRUE,TRUE,TRUE,ros_tale:1_3_750pq,TRUE,TRUE,1/21/20
p1k_00586,ros_tale__1_4_0pq__1,ROS TALE,ros_tale,1_4_0pq,1,Escherichia coli ERS.19.91,GMOS,Batch,Endpoint,M9,37,7,glucose(4),NH4Cl(1),O2,,,,,Clonal,,p1k_00001;p1k_00002,NextSeq,PAIRED,ILLUMINA,2,doi.org/10.1101/749887 ,GSE134256,,,s3://precise-db/raw_data/ros_tale/ers2__19_91_0pq__1__R1.fastq.gz,s3://precise-db/raw_data/ros_tale/ers2__19_91_0pq__1__R2.fastq.gz,Kevin Rychel,Justin Tan,TRUE,TRUE,TRUE,TRUE,ros_tale:1_4_0pq,TRUE,TRUE,1/20/20
p1k_00587,ros_tale__1_4_0pq__2,ROS TALE,ros_tale,1_4_0pq,2,Escherichia coli ERS.19.91,GMOS,Batch,Endpoint,M9,37,7,glucose(4),NH4Cl(1),O2,,,,,Clonal,,p1k_00001;p1k_00002,NextSeq,PAIRED,ILLUMINA,2,doi.org/10.1101/749887 ,GSE134256,,,s3://precise-db/raw_data/ros_tale/ers2__19_91_0pq__2__R1.fastq.gz,s3://precise-db/raw_data/ros_tale/ers2__19_91_0pq__2__R2.fastq.gz,Kevin Rychel,Justin Tan,TRUE,TRUE,TRUE,TRUE,ros_tale:1_4_0pq,TRUE,TRUE,1/20/20
p1k_00588,ros_tale__1_4_250pq__1,ROS TALE,ros_tale,1_4_250pq,1,Escherichia coli ERS.19.91,GMOS,Batch,Endpoint,M9,37,7,glucose(4),NH4Cl(1),O2,,paraquat (250uM),,,Clonal,,p1k_00001;p1k_00002,NextSeq,PAIRED,ILLUMINA,2,doi.org/10.1101/749887 ,GSE134256,,,s3://precise-db/raw_data/ros_tale/ers2__19_91_250pq__1__R1.fastq.gz,s3://precise-db/raw_data/ros_tale/ers2__19_91_250pq__1__R2.fastq.gz,Kevin Rychel,Justin Tan,TRUE,TRUE,TRUE,TRUE,ros_tale:1_4_250pq,TRUE,TRUE,1/20/20
p1k_00589,ros_tale__1_4_250pq__2,ROS TALE,ros_tale,1_4_250pq,2,Escherichia coli ERS.19.91,GMOS,Batch,Endpoint,M9,37,7,glucose(4),NH4Cl(1),O2,,paraquat (250uM),,,Clonal,,p1k_00001;p1k_00002,NextSeq,PAIRED,ILLUMINA,2,doi.org/10.1101/749887 ,GSE134256,,,s3://precise-db/raw_data/ros_tale/ers2__19_91_250pq__2__R1.fastq.gz,s3://precise-db/raw_data/ros_tale/ers2__19_91_250pq__2__R2.fastq.gz,Kevin Rychel,Justin Tan,TRUE,TRUE,TRUE,TRUE,ros_tale:1_4_250pq,TRUE,TRUE,1/20/20
p1k_00590,ros_tale__1_4_750pq__1,ROS TALE,ros_tale,1_4_750pq,1,Escherichia coli ERS.19.91,GMOS,Batch,Endpoint,M9,37,7,glucose(4),NH4Cl(1),O2,,paraquat (750uM),,,Clonal,,p1k_00001;p1k_00002,NextSeq,PAIRED,ILLUMINA,4,doi.org/10.1101/749887 ,GSE134256,,,s3://precise-db/raw_data/ros_tale/ers2__19_91_750pq__1__R1.fastq.gz,s3://precise-db/raw_data/ros_tale/ers2__19_91_750pq__1__R2.fastq.gz,Kevin Rychel,Justin Tan,TRUE,TRUE,TRUE,TRUE,ros_tale:1_4_750pq,TRUE,TRUE,1/20/20
p1k_00591,ros_tale__1_4_750pq__2,ROS TALE,ros_tale,1_4_750pq,2,Escherichia coli ERS.19.91,GMOS,Batch,Endpoint,M9,37,7,glucose(4),NH4Cl(1),O2,,paraquat (750uM),,,Clonal,,p1k_00001;p1k_00002,NextSeq,PAIRED,ILLUMINA,4,doi.org/10.1101/749887 ,GSE134256,,,s3://precise-db/raw_data/ros_tale/ers2__19_91_750pq__2__R1.fastq.gz,s3://precise-db/raw_data/ros_tale/ers2__19_91_750pq__2__R2.fastq.gz,Kevin Rychel,Justin Tan,TRUE,TRUE,TRUE,TRUE,ros_tale:1_4_750pq,TRUE,TRUE,1/20/20
p1k_00592,ros_tale__1_4_750pq__3,ROS TALE,ros_tale,1_4_750pq,3,Escherichia coli ERS.19.91,GMOS,Batch,Endpoint,M9,37,7,glucose(4),NH4Cl(1),O2,,paraquat (750uM),,,Clonal,SPRI development test 1.8:1,p1k_00001;p1k_00002,NextSeq,PAIRED,ILLUMINA,4,doi.org/10.1101/749887 ,GSE134256,,,s3://precise-db/raw_data/ros_tale/ers2__19_91_750pq__3__R1.fastq.gz,s3://precise-db/raw_data/ros_tale/ers2__19_91_750pq__3__R2.fastq.gz,Kevin Rychel,Justin Tan,TRUE,TRUE,TRUE,TRUE,ros_tale:1_4_750pq,TRUE,TRUE,1/21/20
p1k_00593,ros_tale__1_4_750pq__4,ROS TALE,ros_tale,1_4_750pq,4,Escherichia coli ERS.19.91,GMOS,Batch,Endpoint,M9,37,7,glucose(4),NH4Cl(1),O2,,paraquat (750uM),,,Clonal,SPRI development test 1.8:1,p1k_00001;p1k_00002,NextSeq,PAIRED,ILLUMINA,4,doi.org/10.1101/749887 ,GSE134256,,,s3://precise-db/raw_data/ros_tale/ers2__19_91_750pq__4__R1.fastq.gz,s3://precise-db/raw_data/ros_tale/ers2__19_91_750pq__4__R2.fastq.gz,Kevin Rychel,Justin Tan,TRUE,TRUE,TRUE,TRUE,ros_tale:1_4_750pq,TRUE,TRUE,1/21/20
p1k_00576,ros_tale__2_mid_250pq__1,ROS TALE,ros_tale,2_mid_250pq,1,Escherichia coli ERS.18.24,GMOS,Batch,Midpoint,M9,37,7,glucose(4),NH4Cl(1),O2,,paraquat (250uM),,,Clonal,,p1k_00001;p1k_00002,HiSeq,PAIRED,ILLUMINA,2,doi.org/10.1101/749887 ,GSE134256,,,s3://precise-db/raw_data/ros_tale/ROSHRS_18-24A_RNA_rerun_S86_L004_R1_001.fastq.gz,s3://precise-db/raw_data/ros_tale/ROSHRS_18-24A_RNA_rerun_S86_L004_R2_001.fastq.gz,Kevin Rychel,Justin Tan,TRUE,TRUE,TRUE,TRUE,ros_tale:2_mid_250pq,TRUE,TRUE,11/28/17
p1k_00577,ros_tale__2_mid_250pq__2,ROS TALE,ros_tale,2_mid_250pq,2,Escherichia coli ERS.18.24,GMOS,Batch,Midpoint,M9,37,7,glucose(4),NH4Cl(1),O2,,paraquat (250uM),,,Clonal,,p1k_00001;p1k_00002,HiSeq,PAIRED,ILLUMINA,2,doi.org/10.1101/749887 ,GSE134256,,,s3://precise-db/raw_data/ros_tale/ROSHRS_18-24B_RNA_rerun_S87_L004_R1_001.fastq.gz,s3://precise-db/raw_data/ros_tale/ROSHRS_18-24B_RNA_rerun_S87_L004_R2_001.fastq.gz,Kevin Rychel,Justin Tan,TRUE,TRUE,TRUE,TRUE,ros_tale:2_mid_250pq,TRUE,TRUE,11/28/17
p1k_00578,ros_tale__2_0_0pq__1,ROS TALE,ros_tale,2_0_0pq,1,Escherichia coli ERS.18.36,GMOS,Batch,Endpoint,M9,37,7,glucose(4),NH4Cl(1),O2,,,,,Clonal,,p1k_00001;p1k_00002,NextSeq,PAIRED,ILLUMINA,4,doi.org/10.1101/749887 ,GSE134256,,,s3://precise-db/raw_data/ros_tale/ers2__18_36_0pq__1__R1.fastq.gz,s3://precise-db/raw_data/ros_tale/ers2__18_36_0pq__1__R2.fastq.gz,Kevin Rychel,Justin Tan,TRUE,TRUE,TRUE,TRUE,ros_tale:2_0_0pq,TRUE,TRUE,11/28/17
p1k_00579,ros_tale__2_0_0pq__2,ROS TALE,ros_tale,2_0_0pq,2,Escherichia coli ERS.18.36,GMOS,Batch,Endpoint,M9,37,7,glucose(4),NH4Cl(1),O2,,,,,Clonal,,p1k_00001;p1k_00002,NextSeq,PAIRED,ILLUMINA,4,doi.org/10.1101/749887 ,GSE134256,,,s3://precise-db/raw_data/ros_tale/ers2__18_36_0pq__2__R1.fastq.gz,s3://precise-db/raw_data/ros_tale/ers2__18_36_0pq__2__R2.fastq.gz,Kevin Rychel,Justin Tan,TRUE,TRUE,TRUE,TRUE,ros_tale:2_0_0pq,TRUE,TRUE,11/28/17
p1k_00582,ros_tale__2_0_250pq__1,ROS TALE,ros_tale,2_0_250pq,1,Escherichia coli ERS.18.36,GMOS,Batch,Endpoint,M9,37,7,glucose(4),NH4Cl(1),O2,,paraquat (250uM),,,Clonal,,p1k_00001;p1k_00002,HiSeq,PAIRED,ILLUMINA,2,doi.org/10.1101/749887 ,GSE134256,,,s3://precise-db/raw_data/ros_tale/ERS_HRS_18_36A_PQ_S46_L004_R1_001.fastq.gz,s3://precise-db/raw_data/ros_tale/ERS_HRS_18_36A_PQ_S46_L004_R2_001.fastq.gz,Kevin Rychel,Justin Tan,TRUE,TRUE,TRUE,TRUE,ros_tale:2_0_250pq,TRUE,TRUE,11/28/17
p1k_00583,ros_tale__2_0_250pq__2,ROS TALE,ros_tale,2_0_250pq,2,Escherichia coli ERS.18.36,GMOS,Batch,Endpoint,M9,37,7,glucose(4),NH4Cl(1),O2,,paraquat (250uM),,,Clonal,,p1k_00001;p1k_00002,HiSeq,PAIRED,ILLUMINA,2,doi.org/10.1101/749887 ,GSE134256,,,s3://precise-db/raw_data/ros_tale/ERS_HRS_18_36B_PQ_S46_L004_R1_001.fastq.gz,s3://precise-db/raw_data/ros_tale/ERS_HRS_18_36B_PQ_S46_L004_R2_001.fastq.gz,Kevin Rychel,Justin Tan,TRUE,TRUE,TRUE,TRUE,ros_tale:2_0_250pq,TRUE,TRUE,11/28/17
p1k_00584,ros_tale__2_0_750pq__1,ROS TALE,ros_tale,2_0_750pq,1,Escherichia coli ERS.18.36,GMOS,Batch,Endpoint,M9,37,7,glucose(4),NH4Cl(1),O2,,paraquat (750uM),,,Clonal,,p1k_00001;p1k_00002,NextSeq,PAIRED,ILLUMINA,2,doi.org/10.1101/749887 ,GSE134256,,,s3://precise-db/raw_data/ros_tale/ers2__18_36_750pq__1__R1.fastq.gz,s3://precise-db/raw_data/ros_tale/ers2__18_36_750pq__1__R2.fastq.gz,Kevin Rychel,Justin Tan,TRUE,TRUE,TRUE,TRUE,ros_tale:2_0_750pq,TRUE,TRUE,1/20/20
p1k_00585,ros_tale__2_0_750pq__2,ROS TALE,ros_tale,2_0_750pq,2,Escherichia coli ERS.18.36,GMOS,Batch,Endpoint,M9,37,7,glucose(4),NH4Cl(1),O2,,paraquat (750uM),,,Clonal,,p1k_00001;p1k_00002,NextSeq,PAIRED,ILLUMINA,2,doi.org/10.1101/749887 ,GSE134256,,,s3://precise-db/raw_data/ros_tale/ers2__18_36_750pq__2__R1.fastq.gz,s3://precise-db/raw_data/ros_tale/ers2__18_36_750pq__2__R2.fastq.gz,Kevin Rychel,Justin Tan,TRUE,TRUE,TRUE,TRUE,ros_tale:2_0_750pq,TRUE,TRUE,1/20/20
p1k_00511,ros_tale__2_1_0pq__1,ROS TALE,ros_tale,2_1_0pq,1,Escherichia coli ERS.1.112,GMOS,Batch,Endpoint,M9,37,7,glucose(4),NH4Cl(1),O2,,,,,Clonal,,p1k_00001;p1k_00002,NextSeq,PAIRED,ILLUMINA,2,doi.org/10.1101/749887 ,GSE134256,,,s3://precise-db/raw_data/ros_tale/ers2__1_112_0pq__1__R1.fastq.gz,s3://precise-db/raw_data/ros_tale/ers2__1_112_0pq__1__R2.fastq.gz,Kevin Rychel,Justin Tan,TRUE,TRUE,TRUE,TRUE,ros_tale:2_1_0pq,TRUE,TRUE,8/26/19
p1k_00512,ros_tale__2_1_0pq__2,ROS TALE,ros_tale,2_1_0pq,2,Escherichia coli ERS.1.112,GMOS,Batch,Endpoint,M9,37,7,glucose(4),NH4Cl(1),O2,,,,,Clonal,,p1k_00001;p1k_00002,NextSeq,PAIRED,ILLUMINA,2,doi.org/10.1101/749887 ,GSE134256,,,s3://precise-db/raw_data/ros_tale/ers2__1_112_0pq__2__R1.fastq.gz,s3://precise-db/raw_data/ros_tale/ers2__1_112_0pq__2__R2.fastq.gz,Kevin Rychel,Justin Tan,TRUE,TRUE,TRUE,TRUE,ros_tale:2_1_0pq,TRUE,TRUE,8/26/19
p1k_00513,ros_tale__2_1_250pq__1,ROS TALE,ros_tale,2_1_250pq,1,Escherichia coli ERS.1.112,GMOS,Batch,Endpoint,M9,37,7,glucose(4),NH4Cl(1),O2,,paraquat (250uM),,,Clonal,,p1k_00001;p1k_00002,NextSeq,PAIRED,ILLUMINA,2,doi.org/10.1101/749887 ,GSE134256,,,s3://precise-db/raw_data/ros_tale/ers2__1_112_250pq__1__R1.fastq.gz,s3://precise-db/raw_data/ros_tale/ers2__1_112_250pq__1__R2.fastq.gz,Kevin Rychel,Justin Tan,TRUE,TRUE,TRUE,TRUE,ros_tale:2_1_250pq,TRUE,TRUE,8/26/19
p1k_00514,ros_tale__2_1_250pq__2,ROS TALE,ros_tale,2_1_250pq,2,Escherichia coli ERS.1.112,GMOS,Batch,Endpoint,M9,37,7,glucose(4),NH4Cl(1),O2,,paraquat (250uM),,,Clonal,,p1k_00001;p1k_00002,NextSeq,PAIRED,ILLUMINA,2,doi.org/10.1101/749887 ,GSE134256,,,s3://precise-db/raw_data/ros_tale/ers2__1_112_250pq__2__R1.fastq.gz,s3://precise-db/raw_data/ros_tale/ers2__1_112_250pq__2__R2.fastq.gz,Kevin Rychel,Justin Tan,TRUE,TRUE,TRUE,TRUE,ros_tale:2_1_250pq,TRUE,TRUE,8/26/19
p1k_00515,ros_tale__2_1_750pq__1,ROS TALE,ros_tale,2_1_750pq,1,Escherichia coli ERS.1.112,GMOS,Batch,Endpoint,M9,37,7,glucose(4),NH4Cl(1),O2,,paraquat (750uM),,,Clonal,,p1k_00001;p1k_00002,NextSeq,PAIRED,ILLUMINA,3,doi.org/10.1101/749887 ,GSE134256,,,s3://precise-db/raw_data/ros_tale/ers2__1_112_750pq__1__R1.fastq.gz,s3://precise-db/raw_data/ros_tale/ers2__1_112_750pq__1__R2.fastq.gz,Kevin Rychel,Justin Tan,TRUE,TRUE,TRUE,TRUE,ros_tale:2_1_750pq,TRUE,TRUE,9/5/19
p1k_00516,ros_tale__2_1_750pq__2,ROS TALE,ros_tale,2_1_750pq,2,Escherichia coli ERS.1.112,GMOS,Batch,Endpoint,M9,37,7,glucose(4),NH4Cl(1),O2,,paraquat (750uM),,,Clonal,,p1k_00001;p1k_00002,NextSeq,PAIRED,ILLUMINA,3,doi.org/10.1101/749887 ,GSE134256,,,s3://precise-db/raw_data/ros_tale/ers2__1_112_750pq__2__R1.fastq.gz,s3://precise-db/raw_data/ros_tale/ers2__1_112_750pq__2__R2.fastq.gz,Kevin Rychel,Justin Tan,TRUE,TRUE,TRUE,TRUE,ros_tale:2_1_750pq,TRUE,TRUE,1/21/20
p1k_00517,ros_tale__2_1_750pq__3,ROS TALE,ros_tale,2_1_750pq,3,Escherichia coli ERS.1.112,GMOS,Batch,Endpoint,M9,37,7,glucose(4),NH4Cl(1),O2,,paraquat (750uM),,,Clonal,,p1k_00001;p1k_00002,NextSeq,PAIRED,ILLUMINA,3,doi.org/10.1101/749887 ,GSE134256,,,s3://precise-db/raw_data/ros_tale/ers2__1_112_750pq__3__R1.fastq.gz,s3://precise-db/raw_data/ros_tale/ers2__1_112_750pq__3__R2.fastq.gz,Kevin Rychel,Justin Tan,TRUE,TRUE,TRUE,TRUE,ros_tale:2_1_750pq,TRUE,TRUE,1/21/20
p1k_00600,ros_tale__2_2_0pq__1,ROS TALE,ros_tale,2_2_0pq,1,Escherichia coli ERS.25.111,GMOS,Batch,Endpoint,M9,37,7,glucose(4),NH4Cl(1),O2,,,,,Clonal,,p1k_00001;p1k_00002,NextSeq,PAIRED,ILLUMINA,2,doi.org/10.1101/749887 ,GSE134256,,,s3://precise-db/raw_data/ros_tale/ers2__25_111_0pq__1__R1.fastq.gz,s3://precise-db/raw_data/ros_tale/ers2__25_111_0pq__1__R2.fastq.gz,Kevin Rychel,Justin Tan,TRUE,TRUE,TRUE,TRUE,ros_tale:2_2_0pq,TRUE,TRUE,9/5/19
p1k_00601,ros_tale__2_2_0pq__2,ROS TALE,ros_tale,2_2_0pq,2,Escherichia coli ERS.25.111,GMOS,Batch,Endpoint,M9,37,7,glucose(4),NH4Cl(1),O2,,,,,Clonal,,p1k_00001;p1k_00002,NextSeq,PAIRED,ILLUMINA,2,doi.org/10.1101/749887 ,GSE134256,,,s3://precise-db/raw_data/ros_tale/ers2__25_111_0pq__2__R1.fastq.gz,s3://precise-db/raw_data/ros_tale/ers2__25_111_0pq__2__R2.fastq.gz,Kevin Rychel,Justin Tan,TRUE,TRUE,TRUE,TRUE,ros_tale:2_2_0pq,TRUE,TRUE,9/5/19
p1k_00602,ros_tale__2_2_250pq__1,ROS TALE,ros_tale,2_2_250pq,1,Escherichia coli ERS.25.111,GMOS,Batch,Endpoint,M9,37,7,glucose(4),NH4Cl(1),O2,,paraquat (250uM),,,Clonal,,p1k_00001;p1k_00002,NextSeq,PAIRED,ILLUMINA,2,doi.org/10.1101/749887 ,GSE134256,,,s3://precise-db/raw_data/ros_tale/ers2__25_111_250pq__1__R1.fastq.gz,s3://precise-db/raw_data/ros_tale/ers2__25_111_250pq__1__R2.fastq.gz,Kevin Rychel,Justin Tan,TRUE,TRUE,TRUE,TRUE,ros_tale:2_2_250pq,TRUE,TRUE,9/5/19
p1k_00603,ros_tale__2_2_250pq__2,ROS TALE,ros_tale,2_2_250pq,2,Escherichia coli ERS.25.111,GMOS,Batch,Endpoint,M9,37,7,glucose(4),NH4Cl(1),O2,,paraquat (250uM),,,Clonal,,p1k_00001;p1k_00002,NextSeq,PAIRED,ILLUMINA,2,doi.org/10.1101/749887 ,GSE134256,,,s3://precise-db/raw_data/ros_tale/ers2__25_111_250pq__2__R1.fastq.gz,s3://precise-db/raw_data/ros_tale/ers2__25_111_250pq__2__R2.fastq.gz,Kevin Rychel,Justin Tan,TRUE,TRUE,TRUE,TRUE,ros_tale:2_2_250pq,TRUE,TRUE,9/5/19
p1k_00604,ros_tale__2_2_750pq__1,ROS TALE,ros_tale,2_2_750pq,1,Escherichia coli ERS.25.111,GMOS,Batch,Endpoint,M9,37,7,glucose(4),NH4Cl(1),O2,,paraquat (750uM),,,Clonal,,p1k_00001;p1k_00002,NextSeq,PAIRED,ILLUMINA,2,doi.org/10.1101/749887 ,GSE134256,,,s3://precise-db/raw_data/ros_tale/ers2__25_111_750pq__1__R1.fastq.gz,s3://precise-db/raw_data/ros_tale/ers2__25_111_750pq__1__R2.fastq.gz,Kevin Rychel,Justin Tan,TRUE,TRUE,TRUE,TRUE,ros_tale:2_2_750pq,TRUE,TRUE,9/5/19
p1k_00605,ros_tale__2_2_750pq__2,ROS TALE,ros_tale,2_2_750pq,2,Escherichia coli ERS.25.111,GMOS,Batch,Endpoint,M9,37,7,glucose(4),NH4Cl(1),O2,,paraquat (750uM),,,Clonal,,p1k_00001;p1k_00002,NextSeq,PAIRED,ILLUMINA,2,doi.org/10.1101/749887 ,GSE134256,,,s3://precise-db/raw_data/ros_tale/ers2__25_111_750pq__2__R1.fastq.gz,s3://precise-db/raw_data/ros_tale/ers2__25_111_750pq__2__R2.fastq.gz,Kevin Rychel,Justin Tan,TRUE,TRUE,TRUE,TRUE,ros_tale:2_2_750pq,TRUE,TRUE,9/5/19
p1k_00606,ros_tale__2_3_0pq__1,ROS TALE,ros_tale,2_3_0pq,1,Escherichia coli ERS.29.119,GMOS,Batch,Endpoint,M9,37,7,glucose(4),NH4Cl(1),O2,,,,,Clonal,,p1k_00001;p1k_00002,NextSeq,PAIRED,ILLUMINA,2,doi.org/10.1101/749887 ,GSE134256,,,s3://precise-db/raw_data/ros_tale/ers2__29_119_0pq__1__R1.fastq.gz,s3://precise-db/raw_data/ros_tale/ers2__29_119_0pq__1__R2.fastq.gz,Kevin Rychel,Justin Tan,TRUE,TRUE,TRUE,TRUE,ros_tale:2_3_0pq,TRUE,TRUE,10/30/19
p1k_00607,ros_tale__2_3_0pq__2,ROS TALE,ros_tale,2_3_0pq,2,Escherichia coli ERS.29.119,GMOS,Batch,Endpoint,M9,37,7,glucose(4),NH4Cl(1),O2,,,,,Clonal,,p1k_00001;p1k_00002,NextSeq,PAIRED,ILLUMINA,2,doi.org/10.1101/749887 ,GSE134256,,,s3://precise-db/raw_data/ros_tale/ers2__29_119_0pq__2__R1.fastq.gz,s3://precise-db/raw_data/ros_tale/ers2__29_119_0pq__2__R2.fastq.gz,Kevin Rychel,Justin Tan,TRUE,TRUE,TRUE,TRUE,ros_tale:2_3_0pq,TRUE,TRUE,10/30/19
p1k_00608,ros_tale__2_3_250pq__1,ROS TALE,ros_tale,2_3_250pq,1,Escherichia coli ERS.29.119,GMOS,Batch,Endpoint,M9,37,7,glucose(4),NH4Cl(1),O2,,paraquat (250uM),,,Clonal,,p1k_00001;p1k_00002,NextSeq,PAIRED,ILLUMINA,2,doi.org/10.1101/749887 ,GSE134256,,,s3://precise-db/raw_data/ros_tale/ers2__29_119_250pq__1__R1.fastq.gz,s3://precise-db/raw_data/ros_tale/ers2__29_119_250pq__1__R2.fastq.gz,Kevin Rychel,Justin Tan,TRUE,TRUE,TRUE,TRUE,ros_tale:2_3_250pq,TRUE,TRUE,10/30/19
p1k_00609,ros_tale__2_3_250pq__2,ROS TALE,ros_tale,2_3_250pq,2,Escherichia coli ERS.29.119,GMOS,Batch,Endpoint,M9,37,7,glucose(4),NH4Cl(1),O2,,paraquat (250uM),,,Clonal,,p1k_00001;p1k_00002,NextSeq,PAIRED,ILLUMINA,2,doi.org/10.1101/749887 ,GSE134256,,,s3://precise-db/raw_data/ros_tale/ers2__29_119_250pq__2__R1.fastq.gz,s3://precise-db/raw_data/ros_tale/ers2__29_119_250pq__2__R2.fastq.gz,Kevin Rychel,Justin Tan,TRUE,TRUE,TRUE,TRUE,ros_tale:2_3_250pq,TRUE,TRUE,10/30/19
p1k_00610,ros_tale__2_3_750pq__1,ROS TALE,ros_tale,2_3_750pq,1,Escherichia coli ERS.29.119,GMOS,Batch,Endpoint,M9,37,7,glucose(4),NH4Cl(1),O2,,paraquat (750uM),,,Clonal,,p1k_00001;p1k_00002,NextSeq,PAIRED,ILLUMINA,2,doi.org/10.1101/749887 ,GSE134256,,,s3://precise-db/raw_data/ros_tale/ers2__29_119_750pq__1__R1.fastq.gz,s3://precise-db/raw_data/ros_tale/ers2__29_119_750pq__1__R2.fastq.gz,Kevin Rychel,Justin Tan,TRUE,TRUE,TRUE,TRUE,ros_tale:2_3_750pq,TRUE,TRUE,10/30/19
p1k_00611,ros_tale__2_3_750pq__2,ROS TALE,ros_tale,2_3_750pq,2,Escherichia coli ERS.29.119,GMOS,Batch,Endpoint,M9,37,7,glucose(4),NH4Cl(1),O2,,paraquat (750uM),,,Clonal,,p1k_00001;p1k_00002,NextSeq,PAIRED,ILLUMINA,2,doi.org/10.1101/749887 ,GSE134256,,,s3://precise-db/raw_data/ros_tale/ers2__29_119_750pq__2__R1.fastq.gz,s3://precise-db/raw_data/ros_tale/ers2__29_119_750pq__2__R2.fastq.gz,Kevin Rychel,Justin Tan,TRUE,TRUE,TRUE,TRUE,ros_tale:2_3_750pq,TRUE,TRUE,10/30/19
p1k_00552,ros_tale__3_0_0pq__1,ROS TALE,ros_tale,3_0_0pq,1,Escherichia coli ERS.14.27,GMOS,Batch,Endpoint,M9,37,7,glucose(4),NH4Cl(1),O2,,,,,Clonal,,p1k_00001;p1k_00002,NextSeq,PAIRED,ILLUMINA,2,doi.org/10.1101/749887 ,GSE134256,,,s3://precise-db/raw_data/ros_tale/ers2__14_27_0pq__1__R1.fastq.gz,s3://precise-db/raw_data/ros_tale/ers2__14_27_0pq__1__R2.fastq.gz,Kevin Rychel,Justin Tan,TRUE,TRUE,TRUE,TRUE,ros_tale:3_0_0pq,TRUE,TRUE,8/26/19
p1k_00553,ros_tale__3_0_0pq__2,ROS TALE,ros_tale,3_0_0pq,2,Escherichia coli ERS.14.27,GMOS,Batch,Endpoint,M9,37,7,glucose(4),NH4Cl(1),O2,,,,,Clonal,,p1k_00001;p1k_00002,NextSeq,PAIRED,ILLUMINA,2,doi.org/10.1101/749887 ,GSE134256,,,s3://precise-db/raw_data/ros_tale/ers2__14_27_0pq__2__R1.fastq.gz,s3://precise-db/raw_data/ros_tale/ers2__14_27_0pq__2__R2.fastq.gz,Kevin Rychel,Justin Tan,TRUE,TRUE,TRUE,TRUE,ros_tale:3_0_0pq,TRUE,TRUE,8/26/19
p1k_00554,ros_tale__3_0_250pq__1,ROS TALE,ros_tale,3_0_250pq,1,Escherichia coli ERS.14.27,GMOS,Batch,Endpoint,M9,37,7,glucose(4),NH4Cl(1),O2,,paraquat (250uM),,,Clonal,,p1k_00001;p1k_00002,NextSeq,PAIRED,ILLUMINA,2,doi.org/10.1101/749887 ,GSE134256,,,s3://precise-db/raw_data/ros_tale/ers2__14_27_250pq__1__R1.fastq.gz,s3://precise-db/raw_data/ros_tale/ers2__14_27_250pq__1__R2.fastq.gz,Kevin Rychel,Justin Tan,TRUE,TRUE,TRUE,TRUE,ros_tale:3_0_250pq,TRUE,TRUE,8/26/19
p1k_00555,ros_tale__3_0_250pq__2,ROS TALE,ros_tale,3_0_250pq,2,Escherichia coli ERS.14.27,GMOS,Batch,Endpoint,M9,37,7,glucose(4),NH4Cl(1),O2,,paraquat (250uM),,,Clonal,,p1k_00001;p1k_00002,NextSeq,PAIRED,ILLUMINA,2,doi.org/10.1101/749887 ,GSE134256,,,s3://precise-db/raw_data/ros_tale/ers2__14_27_250pq__2__R1.fastq.gz,s3://precise-db/raw_data/ros_tale/ers2__14_27_250pq__2__R2.fastq.gz,Kevin Rychel,Justin Tan,TRUE,TRUE,TRUE,TRUE,ros_tale:3_0_250pq,TRUE,TRUE,8/26/19
p1k_00556,ros_tale__3_0_750pq__1,ROS TALE,ros_tale,3_0_750pq,1,Escherichia coli ERS.14.27,GMOS,Batch,Endpoint,M9,37,7,glucose(4),NH4Cl(1),O2,,paraquat (750uM),,,Clonal,,p1k_00001;p1k_00002,NextSeq,PAIRED,ILLUMINA,2,doi.org/10.1101/749887 ,GSE134256,,,s3://precise-db/raw_data/ros_tale/ers2__14_27_750pq__1__R1.fastq.gz,s3://precise-db/raw_data/ros_tale/ers2__14_27_750pq__1__R2.fastq.gz,Kevin Rychel,Justin Tan,TRUE,TRUE,TRUE,TRUE,ros_tale:3_0_750pq,TRUE,TRUE,9/20/19
